,class_id,sale_quantity,brand_id,compartment,type_id,level_id,department_id,TR,gearbox_type,displacement,if_charging,price_level,driven_type_id,fuel_type_id,newenergy_type_id,emission_standards_id,if_MPV_id,if_luxurious_id,power,cylinder_number,engine_torque,car_length,car_width,car_height,total_quality,equipment_quality,rated_passenger,wheelbase,front_track,rear_track,year,month,sale_predict
38024,136916,0.0,106,3,2,2,5,6,AT,2.5,L,15-20W,1,1,1,1,2,1,135.0,4,235.0,4850.0,1825.0,1480.0,2000.0,1500.0,5,2775.0,1575.0,1560.0,2017,9,14.125164346694946
38025,136916,0.0,106,3,2,2,5,6,AT,2.5,L,15-20W,1,1,1,3,2,1,135.0,4,235.0,4825.0,1825.0,1480.0,2000.0,1490.0,5,2775.0,1575.0,1560.0,2017,9,0.5625302720069886
38026,136916,0.0,106,3,2,2,5,6,AT,2.5,L,15-20W,1,1,1,3,2,1,135.0,4,235.0,4825.0,1825.0,1480.0,2000.0,1495.0,5,2775.0,1575.0,1560.0,2017,9,0.12741124808788298
38027,136916,0.0,106,3,2,2,5,6,AT,2.5,L,15-20W,1,1,1,3,2,1,135.0,4,235.0,4825.0,1825.0,1480.0,2000.0,1525.0,5,2775.0,1575.0,1560.0,2017,9,0.10885175466537476
38847,739296,144.0,290,2,3,3,7,5,AMT,1.8,L,5-8W,1,1,1,1,2,1,101.0,4,186.0,4710.0,1785.0,1745.0,1920.0,1435.0,7,2750.0,1530.0,1525.0,2017,9,49.26228842020035
38848,739296,138.0,290,2,3,3,7,6,MT,1.5,T,5-8W,1,1,1,1,2,1,110.0,4,230.0,4780.0,1820.0,1730.0,1955.0,1500.0,7,2750.0,1546.0,1541.0,2017,9,65.7261579978466
38849,739296,72.0,290,2,3,3,7,5,AMT,1.8,L,5-8W,1,1,1,1,2,1,101.0,4,186.0,4780.0,1820.0,1755.0,1920.0,1465.0,7,2750.0,1546.0,1541.0,2017,9,33.03417652368545
38850,739296,120.0,290,2,3,3,7,6,MT,1.5,T,5-8W,1,1,1,1,2,1,110.0,4,230.0,4710.0,1785.0,1745.0,1955.0,1460.0,7,2750.0,1530.0,1525.0,2017,9,216.69219696044917
38851,739296,360.0,290,2,3,3,7,5,MT,1.5,L,5-8W,1,1,1,1,2,1,82.0,4,146.5,4710.0,1785.0,1715.0,1920.0,1435.0,7,2750.0,1530.0,1525.0,2017,9,489.1609334945679
38852,739296,0.0,290,2,3,3,7,5,MT,1.5,L,5-8W,1,1,1,1,2,1,82.0,4,146.5,4685.0,1785.0,1715.0,1900.0,1360.0,5,2750.0,1530.0,1525.0,2017,9,1.2401847220212219
38853,739296,0.0,290,2,3,3,7,5,MT,1.5,L,5-8W,1,1,1,1,2,1,82.0,4,146.5,4685.0,1785.0,1715.0,1920.0,1370.0,5,2750.0,1530.0,1525.0,2017,9,0.5183835918456317
38854,739296,0.0,290,2,3,3,7,5,MT,1.5,L,5-8W,1,1,1,1,2,1,82.0,4,146.5,4685.0,1785.0,1715.0,1920.0,1400.0,5,2750.0,1530.0,1525.0,2017,9,1.802955045774579
38855,739296,0.0,290,2,3,3,7,5,MT,1.5,L,5-8W,1,1,1,1,2,1,82.0,4,146.5,4685.0,1785.0,1715.0,1920.0,1435.0,5,2750.0,1530.0,1525.0,2017,9,25.312531065046787
38856,739296,0.0,290,2,3,3,7,5,MT,1.5,L,5-8W,1,1,1,1,2,1,82.0,4,146.5,4710.0,1785.0,1715.0,1920.0,1370.0,7,2750.0,1530.0,1525.0,2017,9,4.421372870653868
38857,739296,0.0,290,2,3,3,7,5,MT,1.5,L,5-8W,1,1,1,1,2,1,82.0,4,146.5,4710.0,1785.0,1715.0,1920.0,1400.0,7,2750.0,1530.0,1525.0,2017,9,2.67957733348012
38858,739296,0.0,290,2,3,3,7,5,MT,1.5,L,5-8W,1,1,1,3,2,1,82.0,4,146.5,4685.0,1785.0,1715.0,1900.0,1380.0,5,2750.0,1530.0,1525.0,2017,9,25.58487791568041
38859,739296,0.0,290,2,3,3,7,5,MT,1.5,L,5-8W,1,1,1,3,2,1,82.0,4,146.5,4685.0,1785.0,1715.0,1920.0,1435.0,5,2750.0,1530.0,1525.0,2017,9,2.8974942527711387
38860,739296,0.0,290,2,3,3,7,5,MT,1.5,L,5-8W,1,1,1,3,2,1,82.0,4,146.5,4685.0,1785.0,1735.0,1900.0,1350.0,5,2750.0,1530.0,1525.0,2017,9,1.244991709589958
38861,739296,0.0,290,2,3,3,7,5,MT,1.5,L,5-8W,1,1,1,3,2,1,82.0,4,146.5,4710.0,1785.0,1715.0,1920.0,1435.0,7,2750.0,1530.0,1525.0,2017,9,3.987450678348541
38862,739296,0.0,290,2,3,3,7,5,MT,1.8,L,5-8W,1,1,1,1,2,1,101.0,4,186.0,4685.0,1785.0,1745.0,1900.0,1410.0,5,2750.0,1530.0,1525.0,2017,9,0.7263992178440094
38863,739296,0.0,290,2,3,3,7,5,MT,1.8,L,5-8W,1,1,1,1,2,1,101.0,4,186.0,4710.0,1785.0,1745.0,1920.0,1435.0,7,2750.0,1530.0,1525.0,2017,9,3.765348587781191
38864,739296,0.0,290,2,3,3,7,5,MT,1.8,L,5-8W,1,1,1,3,2,1,101.0,4,186.0,4685.0,1785.0,1745.0,1900.0,1380.0,5,2750.0,1530.0,1525.0,2017,9,5.503808381557465
38865,739296,0.0,290,2,3,3,7,5,MT,1.8,L,5-8W,1,1,1,3,2,1,101.0,4,186.0,4710.0,1785.0,1745.0,1920.0,1435.0,7,2750.0,1530.0,1525.0,2017,9,1.3796289637684822
38866,739296,0.0,290,2,3,3,7,6,MT,1.5,L,5-8W,1,1,1,1,2,1,82.0,4,146.5,4710.0,1785.0,1715.0,1920.0,1435.0,7,2750.0,1530.0,1525.0,2017,9,27.307173416614532
38867,739296,0.0,290,2,3,3,7,6,MT,1.8,L,5-8W,1,1,1,1,2,1,101.0,4,186.0,4710.0,1785.0,1745.0,1920.0,1435.0,7,2750.0,1530.0,1525.0,2017,9,0.8986124533414841
39408,221795,100.0,872,2,1,1,4,7,DCT,2.0,T,25-35W,1,1,1,1,2,2,132.0,4,320.0,4398.0,1841.0,1591.0,2105.0,1590.0,5,2603.0,1547.0,1555.0,2017,9,53.37128605365754
39409,221795,237.0,872,2,1,1,4,6,DCT,1.4,T,25-35W,1,1,1,1,2,2,110.0,4,250.0,4398.0,1841.0,1591.0,2020.0,1500.0,5,2603.0,1547.0,1555.0,2017,9,245.54653436660772
39410,221795,0.0,872,2,1,1,4,6,DCT,1.4,T,25-35W,1,1,1,1,2,2,110.0,4,250.0,4385.0,1831.0,1589.0,2000.0,1520.0,5,2603.0,1571.0,1575.0,2017,9,9.534730076789856
39411,221795,0.0,872,2,1,1,4,7,DCT,2.0,T,25-35W,1,1,1,1,2,2,125.0,4,280.0,4385.0,1831.0,1589.0,2040.0,1560.0,5,2603.0,1571.0,1575.0,2017,9,3.0247457075119017
39412,221795,0.0,872,2,1,1,4,7,DCT,2.0,T,25-35W,1,1,1,3,2,2,125.0,4,280.0,4385.0,1831.0,1589.0,2040.0,1560.0,5,2603.0,1571.0,1575.0,2017,9,2.4592489576339718
39413,221795,0.0,872,2,1,1,4,7,DCT,2.0,T,25-35W,3,1,1,1,2,2,125.0,4,280.0,4385.0,1831.0,1589.0,2150.0,1670.0,5,2603.0,1571.0,1575.0,2017,9,1.251404778957367
39414,221795,0.0,872,2,1,1,4,7,DCT,2.0,T,25-35W,3,1,1,1,2,2,132.0,4,320.0,4398.0,1841.0,1591.0,2190.0,1680.0,5,2603.0,1547.0,1555.0,2017,9,22.83362600922585
39415,221795,0.0,872,2,1,1,4,7,DCT,2.0,T,25-35W,3,1,1,1,2,2,162.0,4,350.0,4398.0,1841.0,1591.0,2190.0,1690.0,5,2603.0,1547.0,1555.0,2017,9,6.6842837223410605
39416,221795,0.0,872,2,1,1,4,7,DCT,2.0,T,25-35W,3,1,1,3,2,2,125.0,4,280.0,4385.0,1831.0,1589.0,2150.0,1670.0,5,2603.0,1571.0,1575.0,2017,9,1.0553403443098068
39417,221795,0.0,872,2,1,1,4,7,DCT,2.0,T,25-35W,3,1,1,3,2,2,147.0,4,280.0,4385.0,1831.0,1589.0,2160.0,1680.0,5,2603.0,1571.0,1575.0,2017,9,0.15245917811989784
39730,198427,78.0,12,3,2,1,1,4,AT,1.5,L,5-8W,1,1,1,1,2,1,80.0,4,140.0,4590.0,1734.0,1470.0,1620.0,1210.0,5,2600.0,1490.0,1470.0,2017,9,64.75146367073059
39731,198427,47.0,12,3,2,1,1,5,MT,1.5,L,5-8W,1,1,1,1,2,1,80.0,4,140.0,4547.0,1734.0,1470.0,1620.0,1210.0,5,2600.0,1490.0,1470.0,2017,9,45.33368871688842
39732,198427,0.0,12,3,2,1,1,5,MT,1.5,L,5-8W,1,1,1,3,2,1,78.0,4,142.0,4602.0,1725.0,1485.0,1610.0,1200.0,5,2602.0,1482.0,1462.0,2017,9,0.06707652859389783
39733,198427,0.0,12,3,2,1,1,5,MT,1.5,L,5-8W,1,1,1,3,2,1,80.0,4,140.0,4602.0,1725.0,1485.0,1620.0,1210.0,5,2602.0,1482.0,1462.0,2017,9,0.11892639502882955
39734,198427,0.0,12,3,2,1,1,6,MT,1.3,T,5-8W,1,1,1,1,2,1,98.0,4,185.0,4547.0,1734.0,1470.0,1617.0,1242.0,5,2600.0,1490.0,1470.0,2017,9,0.053744923621416085
39735,198427,0.0,12,3,2,1,1,6,MT,1.3,T,5-8W,1,1,1,3,2,1,98.0,4,185.0,4590.0,1734.0,1470.0,1617.0,1242.0,5,2600.0,1490.0,1470.0,2017,9,0.013308514952659606
40033,654134,72.0,290,2,1,1,7,6,MT,1.5,T,8-10W,1,1,1,1,2,1,110.0,4,230.0,4620.0,1820.0,1750.0,1850.0,1435.0,5,2750.0,1554.0,1549.0,2017,9,326.2940307998657
40034,654134,52.0,290,2,1,1,7,5,AMT,1.8,L,8-10W,1,1,1,1,2,1,101.0,4,186.0,4620.0,1820.0,1765.0,1900.0,1470.0,5,2750.0,1554.0,1549.0,2017,9,55.240770225524905
40035,654134,7.0,290,2,1,1,7,5,AMT,1.8,L,8-10W,1,1,1,1,2,1,101.0,4,186.0,4620.0,1810.0,1750.0,1780.0,1435.0,5,2750.0,1554.0,1549.0,2017,9,4.017096346467733
40036,654134,7.0,290,2,1,1,7,6,MT,1.8,L,8-10W,1,1,1,1,2,1,101.0,4,186.0,4620.0,1820.0,1750.0,1780.0,1431.0,5,2750.0,1554.0,1549.0,2017,9,366.3433760452271
40037,654134,7.0,290,2,1,1,7,6,MT,1.5,T,8-10W,1,1,1,1,2,1,110.0,4,230.0,4670.0,1810.0,1755.0,2000.0,1545.0,5,2750.0,1554.0,1549.0,2017,9,7.071185362040996
40038,654134,215.0,290,2,1,1,7,5,AMT,1.8,L,8-10W,1,1,1,1,2,1,101.0,4,186.0,4620.0,1820.0,1750.0,1780.0,1410.0,5,2750.0,1554.0,1549.0,2017,9,212.04347919464112
40039,654134,150.0,290,2,1,1,7,5,MT,1.8,L,8-10W,1,1,1,1,2,1,101.0,4,186.0,4620.0,1820.0,1750.0,1780.0,1431.0,5,2750.0,1554.0,1549.0,2017,9,57.15242369055748
40040,654134,85.0,290,2,1,1,7,6,DCT,1.5,T,8-10W,1,1,1,1,2,1,110.0,4,230.0,4620.0,1810.0,1765.0,1870.0,1545.0,5,2750.0,1554.0,1549.0,2017,9,18.903481506109237
40041,654134,59.0,290,2,1,1,7,6,MT,1.5,T,8-10W,1,1,1,1,2,1,110.0,4,230.0,4620.0,1820.0,1755.0,1900.0,1460.0,5,2750.0,1554.0,1549.0,2017,9,34.609101004600525
40042,654134,0.0,290,2,1,1,7,5,MT,1.8,L,8-10W,1,1,1,1,2,1,101.0,4,186.0,4620.0,1820.0,1750.0,1780.0,1370.0,5,2750.0,1554.0,1549.0,2017,9,58.73282409131527
40043,654134,0.0,290,2,1,1,7,5,MT,1.8,L,8-10W,1,1,1,3,2,1,101.0,4,186.0,4620.0,1820.0,1750.0,1780.0,1370.0,5,2750.0,1554.0,1549.0,2017,9,50.32547124326229
41217,580470,301.0,750,3,2,1,4,6,AT,1.6,L,10-15W,1,1,1,1,2,1,81.0,4,155.0,4562.0,1793.0,1468.0,1740.0,1260.0,5,2614.0,1518.0,1525.0,2017,9,440.3376009368897
41218,580470,71.0,750,3,2,1,4,5,MT,1.6,L,10-15W,1,1,1,1,2,1,81.0,4,155.0,4562.0,1793.0,1468.0,1700.0,1220.0,5,2614.0,1518.0,1525.0,2017,9,126.6296044254303
41219,580470,12.0,750,3,2,1,4,7,DCT,1.4,T,10-15W,1,1,1,1,2,1,96.0,4,225.0,4562.0,1793.0,1468.0,1790.0,1310.0,5,2614.0,1518.0,1525.0,2017,9,15.127544106245043
41220,580470,0.0,750,3,2,1,4,5,MT,1.4,T,10-15W,1,1,1,1,2,1,96.0,4,220.0,4523.0,1775.0,1467.0,1810.0,1325.0,5,2610.0,1517.0,1493.0,2017,9,0.17967914491891862
41221,580470,0.0,750,3,2,1,4,5,MT,1.4,T,10-15W,1,1,1,1,2,1,96.0,4,225.0,4562.0,1793.0,1468.0,1765.0,1285.0,5,2614.0,1518.0,1525.0,2017,9,0.3384201472252608
41222,580470,0.0,750,3,2,1,4,5,MT,1.4,T,10-15W,1,1,1,3,2,1,96.0,4,220.0,4523.0,1775.0,1467.0,1810.0,1325.0,5,2610.0,1517.0,1493.0,2017,9,0.035
41223,580470,0.0,750,3,2,1,4,5,MT,1.4,T,10-15W,1,1,1,3,2,1,96.0,4,220.0,4540.0,1775.0,1467.0,1820.0,1315.0,5,2610.0,1517.0,1493.0,2017,9,0.006075757741928101
41224,580470,0.0,750,3,2,1,4,5,MT,1.6,L,10-15W,1,1,1,1,2,1,77.0,4,155.0,4523.0,1775.0,1467.0,1765.0,1265.0,5,2610.0,1517.0,1493.0,2017,9,0.5444895294308663
41225,580470,0.0,750,3,2,1,4,5,MT,1.6,L,10-15W,1,1,1,3,2,1,77.0,4,155.0,4523.0,1775.0,1467.0,1765.0,1265.0,5,2610.0,1517.0,1493.0,2017,9,2.060061671733856
41226,580470,0.0,750,3,2,1,4,5,MT,1.6,L,10-15W,1,1,1,3,2,1,77.0,4,155.0,4540.0,1775.0,1467.0,1805.0,1265.0,5,2610.0,1517.0,1493.0,2017,9,1.3264936828613278
41227,580470,0.0,750,3,2,1,4,6,AT,1.5,L,10-15W,1,1,1,1,2,1,81.0,4,150.0,4562.0,1793.0,1468.0,1740.0,1265.0,5,2614.0,1518.0,1525.0,2017,9,5.55
41228,580470,0.0,750,3,2,1,4,6,AT,1.6,L,10-15W,1,1,1,1,2,1,77.0,4,155.0,4523.0,1775.0,1467.0,1810.0,1310.0,5,2610.0,1517.0,1493.0,2017,9,1.8362527680397036
41229,580470,0.0,750,3,2,1,4,6,AT,1.6,L,10-15W,1,1,1,3,2,1,74.0,4,145.0,4540.0,1775.0,1467.0,1845.0,1305.0,5,2610.0,1517.0,1493.0,2017,9,1.1843145556002854
41230,580470,0.0,750,3,2,1,4,6,AT,1.6,L,10-15W,1,1,1,3,2,1,77.0,4,155.0,4523.0,1775.0,1467.0,1810.0,1310.0,5,2610.0,1517.0,1493.0,2017,9,7.7316141271591174
41231,580470,0.0,750,3,2,1,4,7,DCT,1.4,T,10-15W,1,1,1,1,2,1,96.0,4,220.0,4523.0,1775.0,1467.0,1830.0,1345.0,5,2610.0,1517.0,1493.0,2017,9,0.5959756341576576
41232,580470,0.0,750,3,2,1,4,7,DCT,1.4,T,10-15W,1,1,1,3,2,1,96.0,4,220.0,4523.0,1775.0,1467.0,1830.0,1345.0,5,2610.0,1517.0,1493.0,2017,9,0.15461788304150104
41233,580470,0.0,750,3,2,1,4,7,DCT,1.4,T,10-15W,1,1,1,3,2,1,96.0,4,220.0,4540.0,1775.0,1467.0,1830.0,1335.0,5,2610.0,1517.0,1493.0,2017,9,0.08046584099531172
41278,475895,5.0,750,2,2,1,4,5,MT,1.6,L,10-15W,1,1,1,1,2,1,81.0,4,155.0,4559.0,1793.0,1487.0,1770.0,1285.0,5,2614.0,1518.0,1525.0,2017,9,15.10291181564331
41279,475895,16.0,750,2,2,1,4,7,DCT,1.4,T,10-15W,1,1,1,1,2,1,96.0,4,225.0,4559.0,1793.0,1487.0,1830.0,1355.0,5,2614.0,1518.0,1525.0,2017,9,28.126238112449645
41280,475895,54.0,750,2,2,1,4,6,AT,1.6,L,10-15W,1,1,1,1,2,1,81.0,4,155.0,4559.0,1793.0,1487.0,1810.0,1325.0,5,2614.0,1518.0,1525.0,2017,9,70.0407813835144
41281,475895,0.0,750,2,2,1,4,5,MT,1.4,T,10-15W,1,1,1,1,2,1,96.0,4,225.0,4559.0,1793.0,1487.0,1810.0,1335.0,5,2614.0,1518.0,1525.0,2017,9,2.610638888180256
41862,175962,119.0,750,3,2,1,4,5,MT,1.6,L,10-15W,1,1,1,1,2,1,81.0,4,155.0,4475.0,1706.0,1469.0,1595.0,1115.0,5,2603.0,1460.0,1500.0,2017,9,68.64543681621552
41863,175962,87.0,750,3,2,1,4,6,AT,1.6,L,10-15W,1,1,1,1,2,1,81.0,4,155.0,4475.0,1706.0,1469.0,1625.0,1145.0,5,2603.0,1460.0,1500.0,2017,9,34.80539436340332
41864,175962,8.0,750,3,2,1,4,5,MT,1.4,L,10-15W,1,1,1,1,2,1,66.0,4,132.0,4475.0,1706.0,1469.0,1595.0,1115.0,5,2603.0,1460.0,1500.0,2017,9,10.917756329774857
41865,175962,0.0,750,3,2,1,4,5,MT,1.4,L,10-15W,1,1,1,1,2,1,66.0,4,132.0,4473.0,1706.0,1469.0,1580.0,1100.0,5,2603.0,1460.0,1500.0,2017,9,1.0367340806126597
41866,175962,0.0,750,3,2,1,4,5,MT,1.4,L,10-15W,1,1,1,3,2,1,66.0,4,132.0,4473.0,1706.0,1469.0,1580.0,1100.0,5,2603.0,1460.0,1500.0,2017,9,0.8057118082046508
41867,175962,0.0,750,3,2,1,4,5,MT,1.6,L,10-15W,1,1,1,1,2,1,81.0,4,155.0,4473.0,1706.0,1469.0,1600.0,1120.0,5,2603.0,1460.0,1500.0,2017,9,11.663170466423034
41868,175962,0.0,750,3,2,1,4,5,MT,1.6,L,10-15W,1,1,1,3,2,1,81.0,4,155.0,4473.0,1706.0,1469.0,1600.0,1120.0,5,2603.0,1460.0,1500.0,2017,9,2.3851514387130743
41869,175962,0.0,750,3,2,1,4,6,AT,1.6,L,10-15W,1,1,1,1,2,1,81.0,4,155.0,4473.0,1706.0,1469.0,1635.0,1155.0,5,2603.0,1460.0,1500.0,2017,9,3.195975739955902
41870,175962,0.0,750,3,2,1,4,6,AT,1.6,L,10-15W,1,1,1,3,2,1,81.0,4,155.0,4473.0,1706.0,1469.0,1635.0,1155.0,5,2603.0,1460.0,1500.0,2017,9,0.5379848861694336
41871,175962,0.0,750,3,2,1,4,6,AT,1.6,L,10-15W,1,1,1,3,2,1,81.0,4,155.0,4473.0,1706.0,1469.0,1640.0,1160.0,5,2603.0,1460.0,1500.0,2017,9,0.4204848861694336
41878,340175,56.0,638,2,1,1,1,6,MT,1.5,T,8-10W,1,1,1,1,2,1,110.0,4,210.0,4649.0,1830.0,1705.0,2090.0,1580.0,5,2680.0,1565.0,1565.0,2017,9,50.72645833015442
41879,340175,188.0,638,2,1,1,1,6,AT,1.5,T,8-10W,1,1,1,1,2,1,110.0,4,210.0,4649.0,1830.0,1705.0,2110.0,1600.0,5,2680.0,1565.0,1565.0,2017,9,135.28823101997378
42225,482497,336.0,872,2,1,2,4,8,AT,2.0,T,35-50W,3,1,1,1,2,2,169.0,4,350.0,4629.0,1898.0,1655.0,2365.0,1900.0,5,2807.0,1617.0,1614.0,2017,9,232.4547065353394
42226,482497,0.0,872,2,1,2,4,11,ATDCT,2.0,T,35-50W,3,1,1,3,2,2,155.0,4,350.0,4629.0,1880.0,1653.0,2320.0,1900.0,5,2807.0,1617.0,1613.0,2017,9,3.3578607940673835
42227,482497,0.0,872,2,1,2,4,8,AT,2.0,T,35-50W,3,1,1,1,2,2,155.0,4,350.0,4629.0,1898.0,1655.0,2365.0,1900.0,5,2807.0,1617.0,1614.0,2017,9,3.716719934642315
42228,482497,0.0,872,2,1,2,4,8,AT,2.0,T,35-50W,3,1,1,1,2,2,165.0,4,350.0,4629.0,1898.0,1655.0,2365.0,1900.0,5,2807.0,1617.0,1614.0,2017,9,33.582678476572035
42229,482497,0.0,872,2,1,2,4,8,AT,2.0,T,35-50W,3,1,1,3,2,2,155.0,4,350.0,4629.0,1898.0,1655.0,2365.0,1900.0,5,2807.0,1617.0,1614.0,2017,9,1.5624751096963885
42234,842246,205.0,68,2,1,2,1,6,DCT,1.8,T,10-15W,1,1,1,1,2,1,130.0,4,245.0,4748.0,1933.0,1697.0,2162.0,1787.0,5,2850.0,1641.0,1642.0,2017,9,191.50041751861573
43132,125403,148.0,761,2,3,2,2,6,AT,2.5,L,35-50W,1,1,1,1,2,1,142.0,4,253.0,5256.0,1878.0,1776.0,2415.0,1860.0,7,3088.0,1602.0,1605.0,2017,9,121.99520637512207
43133,125403,33.0,761,2,3,2,2,6,AT,2.0,T,35-50W,1,1,1,1,2,1,186.0,4,350.0,5203.0,1878.0,1809.0,2460.0,1910.0,7,3088.0,1612.0,1626.0,2017,9,26.452660878300662
43134,125403,74.0,761,2,3,2,2,6,AT,2.0,T,35-50W,1,1,1,1,2,1,186.0,4,350.0,5203.0,1878.0,1805.0,2505.0,1960.0,7,3088.0,1612.0,1626.0,2017,9,83.4270085811615
43135,125403,49.0,761,2,3,2,2,6,AT,2.0,T,35-50W,1,1,1,1,2,1,186.0,4,350.0,5203.0,1878.0,1811.0,2440.0,1878.0,7,3088.0,1612.0,1626.0,2017,9,21.53877992928028
43136,125403,16.0,761,2,3,2,2,6,AT,2.0,T,35-50W,1,1,1,1,2,1,191.0,4,350.0,5203.0,1878.0,1805.0,2520.0,1980.0,7,3088.0,1612.0,1626.0,2017,9,14.008749195337295
43137,125403,8.0,761,2,3,2,2,6,AT,3.0,L,35-50W,1,1,1,1,2,1,187.0,6,290.0,5266.0,1878.0,1772.0,2470.0,1930.0,7,3088.0,1593.0,1603.0,2017,9,6.048469540178775
43138,125403,0.0,761,2,3,2,2,6,AT,2.4,L,35-50W,1,1,1,1,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0,2017,9,16.343168215751646
43139,125403,0.0,761,2,3,2,2,6,AT,2.4,L,35-50W,1,1,1,1,2,1,134.0,4,240.0,5266.0,1878.0,1772.0,2470.0,1860.0,7,3088.0,1593.0,1603.0,2017,9,17.833085898160935
43140,125403,0.0,761,2,3,2,2,6,AT,2.4,L,35-50W,1,1,1,3,2,1,120.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1586.0,1596.0,2017,9,0.6339837336540222
43141,125403,0.0,761,2,3,2,2,6,AT,2.4,L,35-50W,1,1,1,3,2,1,123.0,4,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7,3088.0,1593.0,1601.0,2017,9,0.5554472327232359
43142,125403,0.0,761,2,3,2,2,6,AT,2.4,L,35-50W,1,1,1,3,2,1,123.0,4,225.0,5256.0,1878.0,1772.0,2470.0,1840.0,7,3088.0,1593.0,1601.0,2017,9,0.26887947976589205
43143,125403,0.0,761,2,3,2,2,6,AT,2.4,L,35-50W,1,1,1,3,2,1,137.0,4,240.0,5256.0,1878.0,1772.0,2470.0,1860.0,7,3088.0,1593.0,1601.0,2017,9,0.146138299703598
43144,125403,0.0,761,2,3,2,2,6,AT,3.0,L,35-50W,1,1,1,3,2,1,190.0,6,290.0,5256.0,1878.0,1772.0,2470.0,1930.0,7,3088.0,1593.0,1601.0,2017,9,1.9132541599869728
43449,219195,35.0,638,2,1,3,1,6,AT,1.5,T,10-15W,1,1,1,1,2,1,110.0,4,210.0,4335.0,1814.0,1695.0,1941.0,1541.0,5,2560.0,1525.0,1520.0,2017,9,47.1032368850708
43450,219195,40.0,638,2,1,3,1,6,MT,1.5,T,10-15W,1,1,1,1,2,1,110.0,4,210.0,4335.0,1814.0,1695.0,1910.0,1495.0,5,2560.0,1525.0,1520.0,2017,9,59.35392981529236
43451,219195,75.0,638,2,1,3,1,6,AT,1.5,T,10-15W,1,1,1,1,2,1,110.0,4,210.0,4335.0,1814.0,1695.0,1895.0,1520.0,5,2560.0,1525.0,1520.0,2017,9,84.57331366539002
43452,219195,10.0,638,2,1,3,1,6,MT,1.5,T,10-15W,1,1,1,1,2,1,110.0,4,210.0,4365.0,1814.0,1695.0,1941.0,1541.0,5,2560.0,1525.0,1520.0,2017,9,21.955778021812442
43453,219195,0.0,638,2,1,3,1,6,AT,1.5,T,10-15W,1,1,1,3,2,1,110.0,4,210.0,4335.0,1814.0,1695.0,1895.0,1520.0,5,2560.0,1525.0,1520.0,2017,9,3.6391215392947203
43454,219195,0.0,638,2,1,3,1,6,MT,1.5,T,10-15W,1,1,1,1,2,1,110.0,4,210.0,4335.0,1814.0,1695.0,1870.0,1495.0,5,2560.0,1525.0,1520.0,2017,9,1.6551848655939103
43455,219195,0.0,638,2,1,3,1,6,MT,1.5,T,10-15W,1,1,1,3,2,1,110.0,4,210.0,4335.0,1814.0,1695.0,1910.0,1495.0,5,2560.0,1525.0,1520.0,2017,9,3.962549886703491
43456,219195,0.0,638,2,1,3,1,6,MT,1.5,T,10-15W,3,1,1,3,2,1,110.0,4,210.0,4335.0,1814.0,1695.0,1990.0,1575.0,5,2560.0,1525.0,1520.0,2017,9,0.1996043898165226
44285,735971,17.0,761,3,2,1,2,7,DCT,1.4,T,10-15W,1,1,1,1,2,1,103.0,4,200.0,4587.0,1798.0,1463.0,1730.0,1295.0,5,2640.0,1538.0,1541.0,2017,9,30.953575053215022
44286,735971,2606.0,761,3,2,1,2,6,AT,1.5,L,10-15W,1,1,1,1,2,1,81.0,4,143.0,4587.0,1798.0,1463.0,1690.0,1255.0,5,2640.0,1538.0,1541.0,2017,9,2585.4637069702153
44287,735971,258.0,761,3,2,1,2,5,MT,1.5,L,10-15W,1,1,1,1,2,1,81.0,4,143.0,4587.0,1798.0,1463.0,1660.0,1225.0,5,2640.0,1538.0,1541.0,2017,9,463.0527364349366
44288,735971,0.0,761,3,2,1,2,5,MT,1.6,L,10-15W,1,1,1,1,2,1,86.0,4,150.0,4671.0,1815.0,1478.0,1790.0,1380.0,5,2685.0,1544.0,1558.0,2017,9,3.648692303299904
44289,735971,0.0,761,3,2,1,2,5,MT,1.6,L,10-15W,1,1,1,3,2,1,89.0,4,150.0,4671.0,1815.0,1478.0,1790.0,1380.0,5,2685.0,1544.0,1558.0,2017,9,9.348142256736756
44290,735971,0.0,761,3,2,1,2,6,AT,1.6,L,10-15W,1,1,1,1,2,1,86.0,4,150.0,4671.0,1815.0,1478.0,1820.0,1410.0,5,2685.0,1544.0,1558.0,2017,9,6.339014780819416
44291,735971,0.0,761,3,2,1,2,6,AT,1.6,L,10-15W,1,1,1,3,2,1,89.0,4,150.0,4671.0,1815.0,1478.0,1820.0,1410.0,5,2685.0,1544.0,1558.0,2017,9,15.373225619792938
44292,735971,0.0,761,3,2,1,2,6,AT,1.6,T,10-15W,1,1,1,1,2,1,131.0,4,235.0,4671.0,1815.0,1478.0,1890.0,1480.0,5,2685.0,1544.0,1558.0,2017,9,0.0415422797203064
44293,735971,0.0,761,3,2,1,2,6,AT,1.6,T,10-15W,1,1,1,3,2,1,135.0,4,235.0,4671.0,1815.0,1478.0,1890.0,1480.0,5,2685.0,1544.0,1558.0,2017,9,0.22679296329617504
